window,seed,model,feature,method,importance_raw,importance_norm
7d,2,lstm,region_seen_in_train,grad_abs_mean,0.00010888254473684356,0.016047853976488113
3d,0,baseline_persistence,lag_0,rule_based,1.0,1.0
3d,0,baseline_persistence,lag_1,rule_based,0.0,0.0
3d,0,baseline_persistence,lag_2,rule_based,0.0,0.0
3d,0,baseline_persistence,lag_4,rule_based,0.0,0.0
3d,0,baseline_persistence,rolling_mean_4,rule_based,0.0,0.0
3d,0,baseline_persistence,rolling_sum_4,rule_based,0.0,0.0
3d,0,baseline_persistence,ewma_4,rule_based,0.0,0.0
3d,0,baseline_persistence,neighbor_lag_0,rule_based,0.0,0.0
3d,0,baseline_persistence,neighbor_lag_1,rule_based,0.0,0.0
3d,0,baseline_persistence,neighbor_roll_mean_4,rule_based,0.0,0.0
3d,0,baseline_persistence,neighbor_ewma_4,rule_based,0.0,0.0
3d,0,baseline_persistence,self_neighbor_ratio_lag0,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_theft_larceny,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_assault_battery,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_burglary,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_robbery,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_motor_vehicle_theft,rule_based,0.0,0.0
3d,0,baseline_persistence,lag1_share_drug_narcotics,rule_based,0.0,0.0
3d,0,baseline_persistence,month,rule_based,0.0,0.0
3d,0,baseline_persistence,weekofyear,rule_based,0.0,0.0
3d,0,baseline_persistence,quarter,rule_based,0.0,0.0
3d,0,baseline_persistence,sin_weekofyear,rule_based,0.0,0.0
3d,0,baseline_persistence,cos_weekofyear,rule_based,0.0,0.0
3d,0,baseline_persistence,region_train_mean,rule_based,0.0,0.0
3d,0,baseline_persistence,region_train_std,rule_based,0.0,0.0
3d,0,baseline_persistence,region_train_count,rule_based,0.0,0.0
3d,0,baseline_persistence,region_seen_in_train,rule_based,0.0,0.0
3d,0,logistic_regression,lag_0,coef_abs,1.2791434526443481,0.06410222500562668
3d,0,logistic_regression,lag_1,coef_abs,1.538856029510498,0.07711730152368546
3d,0,logistic_regression,lag_2,coef_abs,0.6794334650039673,0.03404872119426727
3d,0,logistic_regression,lag_4,coef_abs,0.7077528238296509,0.03546790033578873
3d,0,logistic_regression,rolling_mean_4,coef_abs,1.2144407033920288,0.06085975095629692
3d,0,logistic_regression,rolling_sum_4,coef_abs,1.4412411451339722,0.07222548872232437
3d,0,logistic_regression,ewma_4,coef_abs,6.89666748046875,0.3456154465675354
3d,0,logistic_regression,neighbor_lag_0,coef_abs,0.3053315579891205,0.015301201492547989
3d,0,logistic_regression,neighbor_lag_1,coef_abs,0.44103413820266724,0.022101718932390213
3d,0,logistic_regression,neighbor_roll_mean_4,coef_abs,0.21028664708137512,0.010538178496062756
3d,0,logistic_regression,neighbor_ewma_4,coef_abs,0.7895322442054749,0.03956614434719086
3d,0,logistic_regression,self_neighbor_ratio_lag0,coef_abs,0.6203895807266235,0.03108982928097248
3d,0,logistic_regression,lag1_share_theft_larceny,coef_abs,0.474109411239624,0.023759232833981514
3d,0,logistic_regression,lag1_share_assault_battery,coef_abs,0.45358583331108093,0.02273072674870491
3d,0,logistic_regression,lag1_share_burglary,coef_abs,0.10075422376394272,0.005049136467278004
3d,0,logistic_regression,lag1_share_robbery,coef_abs,0.0682937428355217,0.0034224314149469137
3d,0,logistic_regression,lag1_share_motor_vehicle_theft,coef_abs,0.11056644469499588,0.00554086035117507
3d,0,logistic_regression,lag1_share_drug_narcotics,coef_abs,0.1582821011543274,0.007932053878903389
3d,0,logistic_regression,month,coef_abs,0.3394414186477661,0.017010562121868134
3d,0,logistic_regression,weekofyear,coef_abs,0.3293512761592865,0.016504911705851555
3d,0,logistic_regression,quarter,coef_abs,0.07073774188756943,0.0035449087154120207
3d,0,logistic_regression,sin_weekofyear,coef_abs,0.0592024028301239,0.002966833533719182
3d,0,logistic_regression,cos_weekofyear,coef_abs,0.18597958981990814,0.00932006910443306
3d,0,logistic_regression,region_train_mean,coef_abs,1.2003718614578247,0.060154713690280914
3d,0,logistic_regression,region_train_std,coef_abs,0.026402931660413742,0.0013231405755504966
3d,0,logistic_regression,region_train_count,coef_abs,0.09624163061380386,0.00482299504801631
3d,0,logistic_regression,region_seen_in_train,coef_abs,0.15731355547904968,0.007883517071604729
3d,0,random_forest,lag_0,split_count,3865.0,0.05616263300180435
3d,0,random_forest,lag_1,split_count,2846.0,0.04135546088218689
3d,0,random_forest,lag_2,split_count,2782.0,0.04042546823620796
3d,0,random_forest,lag_4,split_count,3163.0,0.045961812138557434
3d,0,random_forest,rolling_mean_4,split_count,3197.0,0.04645586758852005
3d,0,random_forest,rolling_sum_4,split_count,3155.0,0.04584556445479393
3d,0,random_forest,ewma_4,split_count,3698.0,0.053735941648483276
3d,0,random_forest,neighbor_lag_0,split_count,3239.0,0.04706617444753647
3d,0,random_forest,neighbor_lag_1,split_count,2635.0,0.038289401680231094
3d,0,random_forest,neighbor_roll_mean_4,split_count,2584.0,0.03754831477999687
3d,0,random_forest,neighbor_ewma_4,split_count,2661.0,0.038667209446430206
3d,0,random_forest,self_neighbor_ratio_lag0,split_count,3038.0,0.04414542764425278
3d,0,random_forest,lag1_share_theft_larceny,split_count,2717.0,0.03948095068335533
3d,0,random_forest,lag1_share_assault_battery,split_count,2661.0,0.038667209446430206
3d,0,random_forest,lag1_share_burglary,split_count,2667.0,0.03875439614057541
3d,0,random_forest,lag1_share_robbery,split_count,2683.0,0.03898689150810242
3d,0,random_forest,lag1_share_motor_vehicle_theft,split_count,2773.0,0.04029469192028046
3d,0,random_forest,lag1_share_drug_narcotics,split_count,2708.0,0.03935017064213753
3d,0,random_forest,month,split_count,1928.0,0.028015926480293274
3d,0,random_forest,weekofyear,split_count,2330.0,0.03385742008686066
3d,0,random_forest,quarter,split_count,1076.0,0.015635443851351738
3d,0,random_forest,sin_weekofyear,split_count,2222.0,0.03228806331753731
3d,0,random_forest,cos_weekofyear,split_count,2739.0,0.03980063274502754
3d,0,random_forest,region_train_mean,split_count,3022.0,0.04391292855143547
3d,0,random_forest,region_train_std,split_count,2429.0,0.0352959968149662
3d,0,random_forest,region_train_count,split_count,0.0,0.0
3d,0,random_forest,region_seen_in_train,split_count,0.0,0.0
3d,0,lstm,lag_0,grad_abs_mean,0.0004565270501188934,0.05366409197449684
3d,0,lstm,lag_1,grad_abs_mean,0.0003218619094695896,0.037834398448467255
3d,0,lstm,lag_2,grad_abs_mean,0.0003028932260349393,0.03560465946793556
3d,0,lstm,lag_4,grad_abs_mean,0.0004900919157080352,0.057609591633081436
3d,0,lstm,rolling_mean_4,grad_abs_mean,0.00023674519616179168,0.02782905288040638
3d,0,lstm,rolling_sum_4,grad_abs_mean,0.0002834631013683975,0.033320676535367966
3d,0,lstm,ewma_4,grad_abs_mean,0.00026316274306736887,0.030934397131204605
3d,0,lstm,neighbor_lag_0,grad_abs_mean,0.000503498362377286,0.05918550118803978
3d,0,lstm,neighbor_lag_1,grad_abs_mean,0.0002812831662595272,0.033064428716897964
3d,0,lstm,neighbor_roll_mean_4,grad_abs_mean,0.0002459429670125246,0.028910238295793533
3d,0,lstm,neighbor_ewma_4,grad_abs_mean,0.00019903382053598762,0.023396136239171028
3d,0,lstm,self_neighbor_ratio_lag0,grad_abs_mean,0.00034334088559262455,0.040359221398830414
3d,0,lstm,lag1_share_theft_larceny,grad_abs_mean,0.00027080264408141375,0.03183245658874512
3d,0,lstm,lag1_share_assault_battery,grad_abs_mean,0.0003270897432230413,0.03844892233610153
3d,0,lstm,lag1_share_burglary,grad_abs_mean,0.0004973907489329576,0.0584675595164299
3d,0,lstm,lag1_share_robbery,grad_abs_mean,0.0005378584610298276,0.06322447955608368
3d,0,lstm,lag1_share_motor_vehicle_theft,grad_abs_mean,0.0002878358936868608,0.03383469209074974
3d,0,lstm,lag1_share_drug_narcotics,grad_abs_mean,0.0003445466863922775,0.04050096124410629
3d,0,lstm,month,grad_abs_mean,0.0002696061274036765,0.03169180825352669
3d,0,lstm,weekofyear,grad_abs_mean,0.00019829129450954497,0.023308852687478065
3d,0,lstm,quarter,grad_abs_mean,0.00026354152942076325,0.03097892366349697
3d,0,lstm,sin_weekofyear,grad_abs_mean,0.00029488251311704516,0.03466301038861275
3d,0,lstm,cos_weekofyear,grad_abs_mean,0.00035186397144570947,0.04136109724640846
3d,0,lstm,region_train_mean,grad_abs_mean,0.00045558784040622413,0.053553689271211624
3d,0,lstm,region_train_std,grad_abs_mean,0.0002960856072604656,0.03480443358421326
3d,0,lstm,region_train_count,grad_abs_mean,8.732249989407137e-05,0.010264633223414421
3d,0,lstm,region_seen_in_train,grad_abs_mean,9.657358168624341e-05,0.011352084577083588
3d,1,baseline_persistence,lag_0,rule_based,1.0,1.0
3d,1,baseline_persistence,lag_1,rule_based,0.0,0.0
3d,1,baseline_persistence,lag_2,rule_based,0.0,0.0
3d,1,baseline_persistence,lag_4,rule_based,0.0,0.0
3d,1,baseline_persistence,rolling_mean_4,rule_based,0.0,0.0
3d,1,baseline_persistence,rolling_sum_4,rule_based,0.0,0.0
3d,1,baseline_persistence,ewma_4,rule_based,0.0,0.0
3d,1,baseline_persistence,neighbor_lag_0,rule_based,0.0,0.0
3d,1,baseline_persistence,neighbor_lag_1,rule_based,0.0,0.0
3d,1,baseline_persistence,neighbor_roll_mean_4,rule_based,0.0,0.0
3d,1,baseline_persistence,neighbor_ewma_4,rule_based,0.0,0.0
3d,1,baseline_persistence,self_neighbor_ratio_lag0,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_theft_larceny,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_assault_battery,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_burglary,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_robbery,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_motor_vehicle_theft,rule_based,0.0,0.0
3d,1,baseline_persistence,lag1_share_drug_narcotics,rule_based,0.0,0.0
3d,1,baseline_persistence,month,rule_based,0.0,0.0
3d,1,baseline_persistence,weekofyear,rule_based,0.0,0.0
3d,1,baseline_persistence,quarter,rule_based,0.0,0.0
3d,1,baseline_persistence,sin_weekofyear,rule_based,0.0,0.0
3d,1,baseline_persistence,cos_weekofyear,rule_based,0.0,0.0
3d,1,baseline_persistence,region_train_mean,rule_based,0.0,0.0
3d,1,baseline_persistence,region_train_std,rule_based,0.0,0.0
3d,1,baseline_persistence,region_train_count,rule_based,0.0,0.0
3d,1,baseline_persistence,region_seen_in_train,rule_based,0.0,0.0
3d,1,logistic_regression,lag_0,coef_abs,1.2588169574737549,0.06257542967796326
3d,1,logistic_regression,lag_1,coef_abs,1.5824156999588013,0.07866142690181732
3d,1,logistic_regression,lag_2,coef_abs,0.6737585663795471,0.03349234536290169
3d,1,logistic_regression,lag_4,coef_abs,0.694613516330719,0.03452903777360916
3d,1,logistic_regression,rolling_mean_4,coef_abs,1.3901546001434326,0.06910418719053268
3d,1,logistic_regression,rolling_sum_4,coef_abs,1.3499999046325684,0.06710810214281082
3d,1,logistic_regression,ewma_4,coef_abs,6.932744979858398,0.34462475776672363
3d,1,logistic_regression,neighbor_lag_0,coef_abs,0.28321224451065063,0.014078399166464806
3d,1,logistic_regression,neighbor_lag_1,coef_abs,0.44962969422340393,0.022350963205099106
3d,1,logistic_regression,neighbor_roll_mean_4,coef_abs,0.2233620285987854,0.011103262193500996
3d,1,logistic_regression,neighbor_ewma_4,coef_abs,0.7948946952819824,0.03951398655772209
3d,1,logistic_regression,self_neighbor_ratio_lag0,coef_abs,0.6226544976234436,0.030951974913477898
3d,1,logistic_regression,lag1_share_theft_larceny,coef_abs,0.47097039222717285,0.02341180294752121
3d,1,logistic_regression,lag1_share_assault_battery,coef_abs,0.5133858323097229,0.025520261377096176
3d,1,logistic_regression,lag1_share_burglary,coef_abs,0.11312024295330048,0.005623174831271172
3d,1,logistic_regression,lag1_share_robbery,coef_abs,0.1344115287065506,0.006681558210402727
3d,1,logistic_regression,lag1_share_motor_vehicle_theft,coef_abs,0.07723861187696457,0.0038395090959966183
3d,1,logistic_regression,lag1_share_drug_narcotics,coef_abs,0.1545470654964447,0.007682490162551403
3d,1,logistic_regression,month,coef_abs,0.3397964537143707,0.016891183331608772
3d,1,logistic_regression,weekofyear,coef_abs,0.33753979206085205,0.016779005527496338
3d,1,logistic_regression,quarter,coef_abs,0.06990322470664978,0.003474869066849351
3d,1,logistic_regression,sin_weekofyear,coef_abs,0.0571015365421772,0.0028385010082274675
3d,1,logistic_regression,cos_weekofyear,coef_abs,0.15491166710853577,0.0077006141655147076
3d,1,logistic_regression,region_train_mean,coef_abs,1.162556529045105,0.057790350168943405
3d,1,logistic_regression,region_train_std,coef_abs,0.009053395129740238,0.0004500416689552367
3d,1,logistic_regression,region_train_count,coef_abs,0.17301593720912933,0.008600572124123573
3d,1,logistic_regression,region_seen_in_train,coef_abs,0.0929839164018631,0.004622203763574362
3d,1,random_forest,lag_0,split_count,3827.0,0.05566869303584099
3d,1,random_forest,lag_1,split_count,2851.0,0.04147150367498398
3d,1,random_forest,lag_2,split_count,2822.0,0.04104965925216675
3d,1,random_forest,lag_4,split_count,3041.0,0.04423530027270317
3d,1,random_forest,rolling_mean_4,split_count,3086.0,0.04488988593220711
3d,1,random_forest,rolling_sum_4,split_count,3120.0,0.04538445919752121
3d,1,random_forest,ewma_4,split_count,3722.0,0.0541413314640522
3d,1,random_forest,neighbor_lag_0,split_count,3239.0,0.04711546748876572
3d,1,random_forest,neighbor_lag_1,split_count,2665.0,0.03876589238643646
3d,1,random_forest,neighbor_roll_mean_4,split_count,2606.0,0.03790766000747681
3d,1,random_forest,neighbor_ewma_4,split_count,2580.0,0.03752945736050606
3d,1,random_forest,self_neighbor_ratio_lag0,split_count,3028.0,0.044046200811862946
3d,1,random_forest,lag1_share_theft_larceny,split_count,2728.0,0.039682310074567795
3d,1,random_forest,lag1_share_assault_battery,split_count,2702.0,0.03930410370230675
3d,1,random_forest,lag1_share_burglary,split_count,2704.0,0.039333198219537735
3d,1,random_forest,lag1_share_robbery,split_count,2687.0,0.039085909724235535
3d,1,random_forest,lag1_share_motor_vehicle_theft,split_count,2736.0,0.03979868069291115
3d,1,random_forest,lag1_share_drug_narcotics,split_count,2687.0,0.039085909724235535
3d,1,random_forest,month,split_count,1904.0,0.02769615687429905
3d,1,random_forest,weekofyear,split_count,2410.0,0.03505658358335495
3d,1,random_forest,quarter,split_count,1031.0,0.014997236430644989
3d,1,random_forest,sin_weekofyear,split_count,2397.0,0.034867484122514725
3d,1,random_forest,cos_weekofyear,split_count,2627.0,0.038213133811950684
3d,1,random_forest,region_train_mean,split_count,3016.0,0.043871644884347916
3d,1,random_forest,region_train_std,split_count,2530.0,0.03680214285850525
3d,1,random_forest,region_train_count,split_count,0.0,0.0
3d,1,random_forest,region_seen_in_train,split_count,0.0,0.0
3d,1,lstm,lag_0,grad_abs_mean,0.0005626213969662786,0.061541855335235596
3d,1,lstm,lag_1,grad_abs_mean,0.00029076289501972497,0.031804848462343216
3d,1,lstm,lag_2,grad_abs_mean,0.0003288893203716725,0.035975273698568344
3d,1,lstm,lag_4,grad_abs_mean,0.0005546262837015092,0.06066731736063957
3d,1,lstm,rolling_mean_4,grad_abs_mean,0.00027700973441824317,0.03030047006905079
3d,1,lstm,rolling_sum_4,grad_abs_mean,0.00027624264475889504,0.030216561630368233
3d,1,lstm,ewma_4,grad_abs_mean,0.00023396624601446092,0.025592194870114326
3d,1,lstm,neighbor_lag_0,grad_abs_mean,0.0005612433888018131,0.06139112263917923
3d,1,lstm,neighbor_lag_1,grad_abs_mean,0.00028235066565684974,0.03088468313217163
3d,1,lstm,neighbor_roll_mean_4,grad_abs_mean,0.00024782493710517883,0.027108116075396538
3d,1,lstm,neighbor_ewma_4,grad_abs_mean,0.0002035661309491843,0.02226690575480461
3d,1,lstm,self_neighbor_ratio_lag0,grad_abs_mean,0.0004103892424609512,0.04489007219672203
3d,1,lstm,lag1_share_theft_larceny,grad_abs_mean,0.0003096703439950943,0.033873021602630615
3d,1,lstm,lag1_share_assault_battery,grad_abs_mean,0.00033277220791205764,0.036400001496076584
3d,1,lstm,lag1_share_burglary,grad_abs_mean,0.0004897284088656306,0.0535685159265995
3d,1,lstm,lag1_share_robbery,grad_abs_mean,0.0005494364304468036,0.06009962782263756
3d,1,lstm,lag1_share_motor_vehicle_theft,grad_abs_mean,0.00035218652919866145,0.03852361813187599
3d,1,lstm,lag1_share_drug_narcotics,grad_abs_mean,0.000424215744715184,0.046402473002672195
3d,1,lstm,month,grad_abs_mean,0.00024529953952878714,0.02683187834918499
3d,1,lstm,weekofyear,grad_abs_mean,0.00021320127416402102,0.023320836946368217
3d,1,lstm,quarter,grad_abs_mean,0.00029804930090904236,0.03260186314582825
3d,1,lstm,sin_weekofyear,grad_abs_mean,0.0003095058782491833,0.03385503217577934
3d,1,lstm,cos_weekofyear,grad_abs_mean,0.00037635775515809655,0.041167568415403366
3d,1,lstm,region_train_mean,grad_abs_mean,0.00047313468530774117,0.05175342783331871
3d,1,lstm,region_train_std,grad_abs_mean,0.00035166600719094276,0.0384666807949543
3d,1,lstm,region_train_count,grad_abs_mean,0.0001004622972686775,0.01098898146301508
3d,1,lstm,region_seen_in_train,grad_abs_mean,8.691441325936466e-05,0.009507058188319206
3d,2,baseline_persistence,lag_0,rule_based,1.0,1.0
3d,2,baseline_persistence,lag_1,rule_based,0.0,0.0
3d,2,baseline_persistence,lag_2,rule_based,0.0,0.0
3d,2,baseline_persistence,lag_4,rule_based,0.0,0.0
3d,2,baseline_persistence,rolling_mean_4,rule_based,0.0,0.0
3d,2,baseline_persistence,rolling_sum_4,rule_based,0.0,0.0
3d,2,baseline_persistence,ewma_4,rule_based,0.0,0.0
3d,2,baseline_persistence,neighbor_lag_0,rule_based,0.0,0.0
3d,2,baseline_persistence,neighbor_lag_1,rule_based,0.0,0.0
3d,2,baseline_persistence,neighbor_roll_mean_4,rule_based,0.0,0.0
3d,2,baseline_persistence,neighbor_ewma_4,rule_based,0.0,0.0
3d,2,baseline_persistence,self_neighbor_ratio_lag0,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_theft_larceny,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_assault_battery,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_burglary,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_robbery,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_motor_vehicle_theft,rule_based,0.0,0.0
3d,2,baseline_persistence,lag1_share_drug_narcotics,rule_based,0.0,0.0
3d,2,baseline_persistence,month,rule_based,0.0,0.0
3d,2,baseline_persistence,weekofyear,rule_based,0.0,0.0
3d,2,baseline_persistence,quarter,rule_based,0.0,0.0
3d,2,baseline_persistence,sin_weekofyear,rule_based,0.0,0.0
3d,2,baseline_persistence,cos_weekofyear,rule_based,0.0,0.0
3d,2,baseline_persistence,region_train_mean,rule_based,0.0,0.0
3d,2,baseline_persistence,region_train_std,rule_based,0.0,0.0
3d,2,baseline_persistence,region_train_count,rule_based,0.0,0.0
3d,2,baseline_persistence,region_seen_in_train,rule_based,0.0,0.0
3d,2,logistic_regression,lag_0,coef_abs,1.2270135879516602,0.0625496506690979
3d,2,logistic_regression,lag_1,coef_abs,1.5708791017532349,0.08007893711328506
3d,2,logistic_regression,lag_2,coef_abs,0.7032131552696228,0.035847801715135574
3d,2,logistic_regression,lag_4,coef_abs,0.6648726463317871,0.03389330953359604
3d,2,logistic_regression,rolling_mean_4,coef_abs,1.2906067371368408,0.06579145044088364
3d,2,logistic_regression,rolling_sum_4,coef_abs,1.4364686012268066,0.07322707027196884
3d,2,logistic_regression,ewma_4,coef_abs,6.8062334060668945,0.3469623625278473
3d,2,logistic_regression,neighbor_lag_0,coef_abs,0.2850937843322754,0.0145332682877779
3d,2,logistic_regression,neighbor_lag_1,coef_abs,0.4036071002483368,0.020574739202857018
3d,2,logistic_regression,neighbor_roll_mean_4,coef_abs,0.16381224989891052,0.008350681513547897
3d,2,logistic_regression,neighbor_ewma_4,coef_abs,0.7729015946388245,0.03940032050013542
3d,2,logistic_regression,self_neighbor_ratio_lag0,coef_abs,0.654187798500061,0.033348627388477325
3d,2,logistic_regression,lag1_share_theft_larceny,coef_abs,0.4580170512199402,0.023348402231931686
3d,2,logistic_regression,lag1_share_assault_battery,coef_abs,0.4735764265060425,0.024141576141119003
3d,2,logistic_regression,lag1_share_burglary,coef_abs,0.13015782833099365,0.006635074969381094
3d,2,logistic_regression,lag1_share_robbery,coef_abs,0.07805654406547546,0.003979099914431572
3d,2,logistic_regression,lag1_share_motor_vehicle_theft,coef_abs,0.09337063878774643,0.004759768955409527
3d,2,logistic_regression,lag1_share_drug_narcotics,coef_abs,0.14559103548526764,0.0074218157678842545
3d,2,logistic_regression,month,coef_abs,0.34277766942977905,0.017473828047513962
3d,2,logistic_regression,weekofyear,coef_abs,0.3323880732059479,0.016944196075201035
3d,2,logistic_regression,quarter,coef_abs,0.0698990523815155,0.0035632543731480837
3d,2,logistic_regression,sin_weekofyear,coef_abs,0.04860305413603783,0.0024776451755315065
3d,2,logistic_regression,cos_weekofyear,coef_abs,0.1821974813938141,0.009287907741963863
3d,2,logistic_regression,region_train_mean,coef_abs,1.1637808084487915,0.05932622775435448
3d,2,logistic_regression,region_train_std,coef_abs,0.004058841150254011,0.00020690815290436149
3d,2,logistic_regression,region_train_count,coef_abs,0.04450124502182007,0.0022685464937239885
3d,2,logistic_regression,region_seen_in_train,coef_abs,0.0707673579454422,0.0036075180396437645
3d,2,random_forest,lag_0,split_count,3836.0,0.05617714300751686
3d,2,random_forest,lag_1,split_count,2941.0,0.04307011887431145
3d,2,random_forest,lag_2,split_count,2735.0,0.04005330801010132
3d,2,random_forest,lag_4,split_count,3091.0,0.04526682570576668
3d,2,random_forest,rolling_mean_4,split_count,3161.0,0.046291958540678024
3d,2,random_forest,rolling_sum_4,split_count,3108.0,0.04551578685641289
3d,2,random_forest,ewma_4,split_count,3625.0,0.053087107837200165
3d,2,random_forest,neighbor_lag_0,split_count,3166.0,0.04636517912149429
3d,2,random_forest,neighbor_lag_1,split_count,2663.0,0.038998886942863464
3d,2,random_forest,neighbor_roll_mean_4,split_count,2493.0,0.03650928661227226
3d,2,random_forest,neighbor_ewma_4,split_count,2484.0,0.03637748211622238
3d,2,random_forest,self_neighbor_ratio_lag0,split_count,2974.0,0.043553393334150314
3d,2,random_forest,lag1_share_theft_larceny,split_count,2683.0,0.039291780441999435
3d,2,random_forest,lag1_share_assault_battery,split_count,2682.0,0.03927713632583618
3d,2,random_forest,lag1_share_burglary,split_count,2644.0,0.03872063755989075
3d,2,random_forest,lag1_share_robbery,split_count,2650.0,0.03880850598216057
3d,2,random_forest,lag1_share_motor_vehicle_theft,split_count,2773.0,0.04060980677604675
3d,2,random_forest,lag1_share_drug_narcotics,split_count,2639.0,0.03864741325378418
3d,2,random_forest,month,split_count,1933.0,0.028308242559432983
3d,2,random_forest,weekofyear,split_count,2416.0,0.03538164123892784
3d,2,random_forest,quarter,split_count,1102.0,0.016138480976223946
3d,2,random_forest,sin_weekofyear,split_count,2369.0,0.034693337976932526
3d,2,random_forest,cos_weekofyear,split_count,2639.0,0.03864741325378418
3d,2,random_forest,region_train_mean,split_count,3050.0,0.04466639459133148
3d,2,random_forest,region_train_std,split_count,2427.0,0.03554273396730423
3d,2,random_forest,region_train_count,split_count,0.0,0.0
3d,2,random_forest,region_seen_in_train,split_count,0.0,0.0
3d,2,lstm,lag_0,grad_abs_mean,0.0004524526884779334,0.04597925767302513
3d,2,lstm,lag_1,grad_abs_mean,0.0003666534321382642,0.03726014494895935
3d,2,lstm,lag_2,grad_abs_mean,0.00034505652729421854,0.0350654199719429
3d,2,lstm,lag_4,grad_abs_mean,0.0005708541721105576,0.058011483401060104
3d,2,lstm,rolling_mean_4,grad_abs_mean,0.0003059987211599946,0.03109627775847912
3d,2,lstm,rolling_sum_4,grad_abs_mean,0.0003064971533603966,0.031146930530667305
3d,2,lstm,ewma_4,grad_abs_mean,0.0002953480579890311,0.030013933777809143
3d,2,lstm,neighbor_lag_0,grad_abs_mean,0.0005660822498612106,0.05752655118703842
3d,2,lstm,neighbor_lag_1,grad_abs_mean,0.00028409899096004665,0.028870778158307076
3d,2,lstm,neighbor_roll_mean_4,grad_abs_mean,0.0002909859176725149,0.029570642858743668
3d,2,lstm,neighbor_ewma_4,grad_abs_mean,0.00021906514302827418,0.02226189151406288
3d,2,lstm,self_neighbor_ratio_lag0,grad_abs_mean,0.0004274240927770734,0.04343579709529877
3d,2,lstm,lag1_share_theft_larceny,grad_abs_mean,0.00035449714050628245,0.0360247977077961
3d,2,lstm,lag1_share_assault_battery,grad_abs_mean,0.00032888329587876797,0.03342185914516449
3d,2,lstm,lag1_share_burglary,grad_abs_mean,0.0005813367897644639,0.05907675251364708
3d,2,lstm,lag1_share_robbery,grad_abs_mean,0.0005389305297285318,0.05476733297109604
3d,2,lstm,lag1_share_motor_vehicle_theft,grad_abs_mean,0.000396540854126215,0.04029737412929535
3d,2,lstm,lag1_share_drug_narcotics,grad_abs_mean,0.00037329221959225833,0.0379347950220108
3d,2,lstm,month,grad_abs_mean,0.0002877145307138562,0.029238197952508926
3d,2,lstm,weekofyear,grad_abs_mean,0.0002596208069007844,0.02638324908912182
3d,2,lstm,quarter,grad_abs_mean,0.0003161167842335999,0.03212449699640274
3d,2,lstm,sin_weekofyear,grad_abs_mean,0.0003075208223890513,0.031250957399606705
3d,2,lstm,cos_weekofyear,grad_abs_mean,0.0003972554695792496,0.040369994938373566
3d,2,lstm,region_train_mean,grad_abs_mean,0.0007323606987483799,0.0744241401553154
3d,2,lstm,region_train_std,grad_abs_mean,0.00030434835935011506,0.030928565189242363
3d,2,lstm,region_train_count,grad_abs_mean,9.903728641802445e-05,0.010064391419291496
3d,2,lstm,region_seen_in_train,grad_abs_mean,0.00013239214604254812,0.013453987427055836
